Kota;Kecamatan;Kelurahan;NamaJalan;NilaiNJOP2025;LuasTanah;JarakPusatKota;RumahSakit;Sekolah;Mall;Polisi;Ibadah;Toll;HargaEstimasi
Jakarta Selatan;Kebayoran Baru;Gunung;Jl. Gunung Barat;41704000.0;164.0;8.1;2.1;1.1;2.6;2.2;0.4;5.8;8503052991.625087
Jakarta Selatan;Kebayoran Baru;Gunung;Jl. Gunung Timur;96986000.0;124.0;5.7;1.6;1.5;3.2;4.0;0.4;6.9;14759995139.390837
Jakarta Selatan;Kebayoran Baru;Gunung;Jl. Gunung Selatan;91114000.0;81.0;2.1;0.7;1.9;0.8;4.9;1.1;6.9;9758848217.344599
Jakarta Selatan;Kebayoran Baru;Gunung;Jl. Gunung Utara;111916000.0;173.0;7.0;1.1;0.3;0.6;0.7;0.5;6.4;26469323845.195873
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela Utama;42470000.0;78.0;4.5;2.6;0.7;2.9;1.2;1.1;3.1;4239585693.4543214
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela Raya;125872000.0;91.0;4.4;2.6;0.4;2.5;1.7;0.9;6.1;14503091675.907082
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela I;55186000.0;77.0;11.1;3.8;1.8;2.3;3.0;0.5;6.2;5157243563.513514
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela II;89419000.0;120.0;5.9;2.6;1.8;2.5;4.1;0.4;7.5;13073734502.68243
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela III;151860000.0;134.0;3.7;3.8;1.4;3.7;2.3;0.2;7.3;24928693582.81944
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela IV;104495000.0;73.0;6.6;3.4;1.7;3.2;4.1;0.3;3.6;9428510060.068401
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela Barat;144608000.0;90.0;3.7;3.8;1.9;0.6;2.7;1.0;7.0;16702527232.059647
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela Timur;59433000.0;205.0;7.9;2.0;1.5;3.3;4.7;1.3;2.3;15277507305.704458
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela Selatan;104869000.0;204.0;10.7;3.5;1.7;2.3;2.5;0.8;4.9;26145194619.738922
Jakarta Selatan;Kebayoran Baru;Kramat Pela;Jl. Kramat Pela Utara;153330000.0;210.0;5.4;2.9;0.5;4.0;3.0;1.3;3.8;40170730692.865105
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara Utama;44456000.0;145.0;11.9;2.8;1.7;0.8;3.1;1.4;5.7;8126442178.197929
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara Raya;120616000.0;167.0;3.6;1.9;0.3;2.5;1.9;1.4;4.2;26026473797.225376
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara I;69127000.0;102.0;9.2;3.2;1.6;1.5;4.6;0.6;3.3;8905965802.136606
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara II;59066000.0;209.0;3.6;3.0;1.8;2.7;0.9;1.5;3.9;15432059050.89232
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara III;135862000.0;212.0;2.6;3.3;1.7;0.8;0.5;0.7;8.0;37614768749.89809
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara IV;114429000.0;71.0;6.8;3.7;0.4;0.5;3.6;0.6;4.3;10882450586.464897
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara Barat;77648000.0;246.0;11.1;2.0;1.8;2.2;4.4;1.1;5.6;23286143635.256035
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara Timur;101820000.0;122.0;11.7;2.9;1.1;3.2;4.6;1.1;7.5;14874875426.524456
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara Selatan;95584000.0;64.0;2.5;3.3;1.4;3.0;4.8;1.0;7.3;7491875440.709817
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;Jl. Gandaria Utara Utara;121792000.0;157.0;6.6;2.7;0.8;3.6;2.2;1.3;5.2;23461192799.796993
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara Utama;78064000.0;245.0;2.2;3.7;1.9;2.8;1.7;0.9;5.3;23836312690.696857
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara Raya;113525000.0;153.0;3.8;3.6;0.2;0.9;4.5;1.5;6.6;22670720976.284588
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara I;153798000.0;220.0;11.1;1.3;1.8;1.8;2.0;1.2;2.0;43953206740.64126
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara II;124284000.0;145.0;9.1;0.5;1.9;0.9;1.5;0.5;6.9;23584491468.439354
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara III;87566000.0;221.0;10.7;0.6;1.0;1.1;4.1;1.3;7.6;24838608723.860573
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara IV;61494000.0;187.0;2.6;1.5;0.7;3.2;1.5;0.4;3.3;15068622135.277283
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara Barat;129290000.0;241.0;5.9;3.0;0.6;2.1;3.0;1.4;7.9;38512589951.99096
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara Timur;61275000.0;201.0;5.5;1.6;1.1;2.0;1.1;0.3;2.5;16244112684.815184
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara Selatan;90419000.0;201.0;5.9;1.2;0.9;3.0;4.6;0.7;5.0;22779122881.35229
Jakarta Selatan;Kebayoran Baru;Cipete Utara;Jl. Cipete Utara Utara;129188000.0;173.0;4.3;2.7;1.0;0.8;1.6;0.2;2.7;30247230478.422432
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo Utama;154563000.0;220.0;9.4;3.2;0.3;1.7;4.4;0.9;4.1;43519620924.11278
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo Raya;45420000.0;201.0;4.3;1.3;1.2;0.9;4.1;0.4;1.9;12474606203.235548
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo I;136360000.0;130.0;9.9;1.0;0.6;2.3;1.9;0.4;3.5;23094996250.43539
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo II;113814000.0;142.0;11.1;1.3;1.4;2.5;4.4;0.9;4.6;20047533083.152653
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo III;152982000.0;193.0;8.4;4.0;0.7;1.5;0.7;0.7;5.2;37731818735.13147
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo IV;58669000.0;162.0;9.8;2.2;1.5;3.7;2.1;0.2;4.7;11732532588.908339
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo Barat;121039000.0;130.0;6.5;1.2;1.9;1.5;1.6;0.5;6.0;19995232651.425587
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo Timur;149934000.0;111.0;6.8;1.9;1.5;1.5;4.1;0.6;5.7;20886866787.524372
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo Selatan;96324000.0;83.0;11.6;3.4;1.7;1.0;4.1;0.6;2.1;10443032779.70292
Jakarta Selatan;Kebayoran Baru;Pulo;Jl. Pulo Utara;156108000.0;86.0;7.8;2.8;1.9;1.4;1.6;0.7;3.5;17080478322.221216
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai Utama;111159000.0;142.0;11.2;1.1;1.1;3.1;3.9;1.0;3.9;19720868596.777004
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai Raya;152135000.0;119.0;4.0;0.7;1.4;1.5;1.3;0.3;4.6;23884010314.409145
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai I;152597000.0;153.0;4.2;2.4;1.8;3.2;3.3;0.3;3.6;29227636358.490097
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai II;38021000.0;192.0;11.0;3.6;0.6;2.9;1.1;0.5;5.6;9104669212.561352
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai III;89720000.0;194.0;6.0;1.6;1.5;3.7;3.7;0.9;7.7;21045525212.584377
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai IV;122722000.0;124.0;3.5;3.3;1.8;2.6;2.0;1.1;5.4;18724381066.26984
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai Barat;52220000.0;171.0;11.7;3.3;1.6;1.2;2.7;0.2;3.6;11443942241.57712
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai Timur;133703000.0;143.0;6.2;3.5;0.5;2.9;4.8;1.0;4.8;23739663761.590034
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai Selatan;92577000.0;234.0;6.6;2.4;1.2;2.2;1.3;0.2;6.2;27243201068.966522
Jakarta Selatan;Kebayoran Baru;Melawai;Jl. Melawai Utara;95445000.0;170.0;3.4;1.8;0.9;0.9;2.2;0.7;4.1;21529508018.092102
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan Utama;65184000.0;93.0;5.0;2.5;0.2;3.7;0.8;1.2;7.8;7632525834.584139
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan Raya;148442000.0;97.0;6.4;3.5;1.1;2.1;4.1;0.8;3.8;17999515442.19244
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan I;84545000.0;198.0;9.2;0.9;1.9;3.6;1.4;0.6;5.1;20803118462.785297
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan II;47532000.0;98.0;8.1;1.3;1.1;2.1;3.3;0.9;4.4;5876044638.993718
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan III;75332000.0;204.0;8.9;3.7;1.6;0.6;1.3;1.3;4.3;19917437982.01521
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan IV;68744000.0;170.0;9.6;2.9;0.4;1.8;1.4;1.5;1.8;15506685433.333332
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan Barat;138530000.0;195.0;5.7;2.8;0.4;3.0;2.6;1.2;3.7;34191720125.004242
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan Timur;38626000.0;120.0;3.4;3.5;1.1;3.6;4.4;0.5;7.7;5653950183.927645
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan Selatan;107101000.0;69.0;5.2;1.4;1.2;2.3;3.8;0.5;4.7;9336040634.962734
Jakarta Selatan;Kebayoran Baru;Petogogan;Jl. Petogogan Utara;77945000.0;240.0;6.5;3.1;1.5;2.0;3.2;0.4;6.4;23095436121.494854
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat Utama;74459000.0;241.0;4.1;2.7;0.6;2.9;2.1;0.7;3.5;22922578079.95163
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat Raya;73645000.0;62.0;10.9;2.8;1.4;1.2;2.0;0.1;2.2;6045083427.259376
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat I;150892000.0;157.0;7.9;2.3;1.2;0.7;1.6;1.4;3.9;30971213487.420807
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat II;66221000.0;110.0;5.3;3.6;1.6;1.5;1.4;1.3;3.9;9199104132.584948
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat III;99617000.0;149.0;2.8;3.9;1.1;0.6;4.8;0.4;6.2;19514644318.965523
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat IV;36361000.0;200.0;7.0;0.6;0.6;1.7;0.7;0.8;6.5;9530576843.759724
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat Barat;84217000.0;199.0;6.9;1.5;0.6;1.7;1.2;1.2;2.8;22046181370.79928
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat Timur;106489000.0;134.0;9.9;1.6;1.1;4.0;4.5;0.6;6.7;17344374037.01271
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat Selatan;125189000.0;206.0;10.4;3.6;0.9;2.3;0.8;0.2;1.2;34825382544.616196
Jakarta Selatan;Kebayoran Baru;Rawa Barat;Jl. Rawa Barat Utara;157980000.0;96.0;5.7;1.0;1.4;1.0;1.7;1.3;2.3;20328268849.0396
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan Utama;80309000.0;87.0;11.9;2.9;0.8;3.0;1.7;0.5;4.2;8727623691.409899
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan Raya;70351000.0;129.0;12.0;1.1;1.7;3.8;0.6;0.4;2.8;11621509507.931288
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan I;115565000.0;120.0;3.8;3.9;0.3;1.6;3.5;0.9;1.9;18602894896.03129
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan II;136589000.0;91.0;2.7;1.3;1.4;1.7;4.8;0.9;7.3;15752491902.216366
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan III;125358000.0;106.0;2.8;4.0;0.3;1.5;2.6;1.3;4.1;17368529485.69836
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan IV;118267000.0;105.0;8.6;3.4;1.9;3.5;3.2;0.9;2.0;15541207238.847559
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan Barat;142909000.0;60.0;9.9;0.6;1.0;1.9;3.9;1.2;4.3;10984857387.326487
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan Timur;96695000.0;216.0;8.3;1.8;0.3;3.0;1.8;1.2;6.9;26175418244.0218
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan Selatan;96730000.0;222.0;8.7;3.8;0.9;2.5;1.8;0.3;5.8;26682343094.68798
Jakarta Selatan;Kebayoran Baru;Senayan;Jl. Senayan Utara;41315000.0;160.0;4.2;1.2;0.5;0.7;1.8;0.2;2.2;9299851844.919785
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi Utama;35361000.0;143.0;6.6;1.6;1.2;3.7;1.8;0.6;3.7;6343825425.056991
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi Raya;27160000.0;243.0;4.6;3.3;1.3;2.5;3.1;0.4;2.4;8459467232.32168
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi I;41279000.0;190.0;4.6;1.7;1.4;1.3;3.5;0.2;7.2;10013661051.2745
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi II;15313000.0;120.0;4.1;1.4;0.9;1.3;4.2;0.4;1.9;2488833449.686941
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi III;43675000.0;136.0;10.7;3.7;1.3;1.2;3.8;0.3;2.6;7705234961.185674
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi IV;40193000.0;129.0;8.4;2.0;0.2;3.4;2.0;0.7;5.4;6569157718.112585
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi Barat;24271000.0;194.0;6.0;3.8;0.3;3.5;2.1;1.4;5.6;5844679605.066796
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi Timur;39421000.0;72.0;5.0;3.9;1.2;0.6;4.1;0.4;3.7;3747169881.5254693
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi Selatan;36768000.0;230.0;4.7;0.5;1.6;1.4;2.9;1.1;1.7;11479713594.88738
Jakarta Selatan;Setia Budi;Setiabudi;Jl. Setiabudi Utara;34838000.0;86.0;10.0;1.2;0.3;2.3;3.1;1.1;4.9;3834475044.8026214
Jakarta Selatan;Setia Budi;Karet;Jl. Karet Utama;46644000.0;249.0;8.0;1.8;1.0;2.8;3.5;0.8;2.1;14941972908.79214
Jakarta Selatan;Setia Budi;Karet;Jl. Karet Raya;29715000.0;82.0;2.3;1.3;1.2;3.5;4.2;1.3;7.2;3033105797.329482
Jakarta Selatan;Setia Budi;Karet;Jl. Karet I;28098000.0;168.0;2.6;0.6;1.0;1.8;1.6;0.7;5.7;6211227897.710542
Jakarta Selatan;Setia Budi;Karet;Jl. Karet II;38815000.0;109.0;7.3;3.9;0.7;2.8;0.8;1.2;4.9;5275489127.382167
Jakarta Selatan;Setia Budi;Karet;Jl. Karet III;37604000.0;76.0;8.5;3.6;0.3;2.5;1.8;0.8;3.8;3645841539.279078
Jakarta Selatan;Setia Budi;Karet;Jl. Karet IV;44042000.0;160.0;8.1;1.9;0.6;1.7;3.5;1.1;6.9;8852779045.829973
Jakarta Selatan;Setia Budi;Karet;Jl. Karet Barat;13442000.0;156.0;8.9;3.9;1.1;4.0;1.2;0.2;5.9;2573243960.4322906
Jakarta Selatan;Setia Budi;Karet;Jl. Karet Timur;15741000.0;233.0;4.6;1.0;1.7;3.2;3.3;0.4;4.2;4626486480.248115
Jakarta Selatan;Setia Budi;Karet;Jl. Karet Selatan;35096000.0;76.0;7.1;0.8;0.5;1.0;2.2;0.6;1.1;3803667779.454505
Jakarta Selatan;Setia Budi;Karet;Jl. Karet Utara;33531000.0;240.0;6.8;3.2;1.8;1.3;3.3;1.5;6.3;9929816778.950684
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi Utama;31504000.0;250.0;9.3;2.6;0.1;3.0;3.1;0.5;6.0;9985390920.784784
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi Raya;37207000.0;116.0;2.5;3.6;1.6;0.5;4.9;0.1;6.3;5734076648.713319
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi I;37903000.0;81.0;9.9;3.5;0.3;1.5;4.1;1.3;6.9;3864585620.776057
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi II;43445000.0;248.0;5.7;1.2;0.4;1.0;0.9;0.9;3.0;14675309217.817272
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi III;17045000.0;142.0;9.9;0.9;1.1;0.6;4.7;1.3;4.2;3203519297.62997
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi IV;19037000.0;214.0;4.1;2.5;1.9;2.6;4.2;1.2;5.8;4967981230.000326
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi Barat;37796000.0;91.0;3.7;0.8;1.9;3.6;0.7;1.0;6.8;4311047226.8919325
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi Timur;36559000.0;144.0;3.1;2.8;1.6;3.5;1.1;1.3;1.9;6793709777.975865
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi Selatan;39745000.0;111.0;8.4;3.9;1.6;3.9;3.5;0.1;6.5;5330017755.247134
Jakarta Selatan;Setia Budi;Karet Semanggi;Jl. Karet Semanggi Utara;14788000.0;148.0;5.8;2.9;0.3;1.0;0.7;0.4;5.6;2911714899.027679
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan Utama;40048000.0;87.0;2.1;1.3;0.6;3.9;2.9;1.0;1.3;4747778383.414101
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan Raya;36169000.0;123.0;6.4;3.1;1.4;2.0;2.2;1.4;5.1;5489746384.528688
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan I;10767000.0;87.0;7.6;2.2;2.0;1.4;1.9;1.1;4.5;1177160093.3484275
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan II;35930000.0;90.0;10.9;1.3;1.9;3.5;3.3;1.2;3.5;3985863865.811581
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan III;10521000.0;111.0;10.3;2.0;0.1;1.7;3.2;0.6;2.4;1564210700.1087039
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan IV;21257000.0;114.0;6.3;2.3;1.1;0.9;3.3;1.1;6.1;3093943791.592401
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan Barat;28854000.0;85.0;6.4;1.3;1.9;3.6;4.9;0.4;5.5;3010326105.9231024
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan Timur;12834000.0;246.0;10.3;1.2;0.4;1.1;2.6;0.4;1.6;4378411043.204369
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan Selatan;36368000.0;193.0;5.3;2.6;1.6;1.5;2.5;0.8;1.9;9199266276.873632
Jakarta Selatan;Setia Budi;Karet Kuningan;Jl. Karet Kuningan Utara;30073000.0;174.0;2.3;3.7;1.5;1.4;1.1;0.4;6.4;6740518372.425503
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur Utama;15955000.0;193.0;9.8;2.8;1.1;0.6;1.2;1.1;6.2;3994925856.809231
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur Raya;26172000.0;103.0;8.6;2.5;1.4;0.8;0.9;1.1;6.9;3453420063.074451
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur I;36415000.0;67.0;5.5;1.3;1.8;3.7;2.5;0.9;6.2;2981919244.9351716
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur II;30926000.0;117.0;4.1;1.6;1.7;3.7;1.3;0.6;6.1;4478366396.905603
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur III;42249000.0;76.0;6.6;1.0;1.2;4.0;2.9;1.4;3.2;4031920271.1388607
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur IV;36515000.0;169.0;10.0;2.4;1.0;0.5;4.7;1.3;6.8;7971235116.8259535
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur Barat;28174000.0;88.0;11.3;1.4;0.5;2.5;1.3;0.2;6.3;3170612206.7909613
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur Timur;31941000.0;233.0;4.8;1.3;1.8;2.6;1.9;0.3;6.4;9316397571.247316
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur Selatan;34902000.0;116.0;4.2;2.2;0.6;0.5;3.8;0.6;5.9;5409125328.260869
Jakarta Selatan;Setia Budi;Karet Kuningan Timur;Jl. Karet Kuningan Timur Utara;37116000.0;208.0;8.1;3.2;1.3;1.0;3.6;1.0;6.8;9680766967.563837
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas Utama;20433000.0;79.0;2.8;0.7;1.6;1.3;2.5;1.2;4.4;2118686103.0374572
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas Raya;30199000.0;230.0;4.4;2.0;0.7;2.0;4.8;0.8;4.1;8868170203.997377
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas I;49007000.0;238.0;3.0;2.3;1.0;3.9;3.6;0.8;5.5;14454243337.54603
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas II;16230000.0;132.0;3.3;3.6;0.8;1.5;2.8;1.1;5.7;2719385929.439432
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas III;34881000.0;110.0;2.2;0.5;0.4;2.3;4.1;0.5;1.5;5399656964.705882
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas IV;43068000.0;245.0;2.2;2.1;0.8;0.6;4.0;0.6;7.6;14080155009.247198
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas Barat;31434000.0;129.0;6.2;1.3;1.5;2.4;3.4;1.1;7.4;4984868368.01508
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas Timur;23820000.0;84.0;7.8;2.2;1.5;1.1;4.9;1.4;6.1;2502840843.213912
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas Selatan;11170000.0;158.0;5.3;2.0;1.1;3.8;3.5;1.1;5.7;2155218311.499555
Jakarta Selatan;Setia Budi;Menteng Atas;Jl. Menteng Atas Utara;26431000.0;95.0;6.6;3.7;0.1;2.2;4.8;1.0;5.1;3195524573.633838
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis Utama;25237000.0;94.0;3.5;1.1;1.9;1.4;4.2;1.0;5.3;3027598447.89693
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis Raya;37900000.0;135.0;8.4;3.3;1.4;1.5;1.5;1.4;5.5;6363976490.224892
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis I;30808000.0;170.0;7.8;3.9;1.6;1.8;1.1;0.2;4.9;6596153426.549238
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis II;23821000.0;204.0;9.7;3.9;1.7;0.6;0.7;0.8;7.1;6254063860.497462
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis III;44904000.0;206.0;3.6;1.4;0.2;2.8;1.7;0.5;5.0;12092459005.847954
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis IV;18674000.0;88.0;7.0;1.5;1.4;1.8;2.6;1.3;1.1;2211677936.452726
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis Barat;39993000.0;180.0;3.4;3.5;1.8;2.5;4.7;0.6;7.7;8775233956.52862
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis Timur;49695000.0;66.0;7.5;2.3;1.2;3.4;4.3;0.2;4.0;4085557219.8113213
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis Selatan;35068000.0;123.0;4.6;1.0;1.8;3.2;3.7;1.4;7.2;5275802583.672526
Jakarta Selatan;Setia Budi;Pasar Manggis;Jl. Pasar Manggis Utara;48025000.0;128.0;8.5;2.5;1.5;0.8;2.4;1.4;2.4;8084931174.603173
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur Utama;35610000.0;146.0;7.3;3.5;0.3;1.8;2.2;0.8;3.2;6754118861.950548
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur Raya;28474000.0;114.0;7.7;2.2;1.9;2.7;1.3;1.2;6.6;3949497163.4103312
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur I;38201000.0;92.0;8.5;3.5;1.2;3.3;3.4;0.6;4.0;4317787971.568697
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur II;33368000.0;246.0;8.7;3.7;0.8;3.0;2.0;1.2;7.0;9975170216.345406
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur III;35263000.0;92.0;4.1;1.1;1.5;3.5;4.1;0.7;5.7;4024248464.4174356
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur IV;31613000.0;80.0;6.5;1.1;0.2;3.0;4.9;1.1;5.5;3223956820.7611594
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur Barat;36114000.0;214.0;10.0;1.7;0.4;0.7;0.5;0.6;7.8;10315761813.88125
Jakarta Selatan;Setia Budi;Guntur;Jl. Guntur Timur;21334000.0;163.0;2.3;3.3;1.7;3.7;0.7;1.1;2.8;4445885116.802559
